date,open,high,close,low,volume,amount
2019-05-07,3702.2659999999996,3738.177,3720.6679999999997,3671.8340000000003,13284765400,183659159181
2019-05-06,3775.077,3791.612,3684.617,3647.1409999999996,19747288200,254115400089
2019-04-30,3887.18,3923.1079999999997,3913.211,3885.147,11623337600,161665923924
2019-04-29,3896.5820000000003,3953.2290000000003,3900.3340000000003,3875.452,15387092700,203946553152
2019-04-26,3921.8909999999996,3943.833,3889.275,3887.2529999999997,14200806800,186572137127
2019-04-25,4013.603,4022.563,3941.816,3938.325,15972207100,197530997752
2019-04-24,4033.6290000000004,4044.3379999999997,4030.0890000000004,3967.8059999999996,14549869500,186497961652
2019-04-23,4021.6279999999997,4061.086,4019.005,4005.283,15561165000,204121505816
2019-04-22,4125.972,4126.090999999999,4025.611,4015.475,18935374500,244380549239
2019-04-19,4076.295,4120.6359999999995,4120.608,4046.204,15079491000,194701690763
2019-04-18,4085.115,4094.053,4072.075,4056.236,14656212300,187812687767
2019-04-17,4080.717,4106.616,4087.24,4057.5029999999997,18036711700,228824429887
2019-04-16,3958.0959999999995,4085.789,4085.789,3943.488,20204196600,250569206656
2019-04-15,4056.492,4085.388,3975.5240000000003,3974.2259999999997,18264557100,236298721391
2019-04-12,3986.782,4006.934,3988.617,3961.4640000000004,13586211800,178795939062
2019-04-11,4083.462,4097.125,3997.578,3990.239,16904964100,236259156719
2019-04-10,4062.4429999999998,4115.378,4085.847,4035.474,19468761300,278282025052
2019-04-09,4063.8140000000003,4084.243,4075.43,4038.283,18295680800,243187913128
2019-04-08,4097.103,4122.603,4057.2290000000003,4017.489,26750557600,324670452523
2019-04-04,4039.742,4072.114,4062.2309999999998,4021.7059999999997,26041093900,313539431378
2019-04-03,3947.87,4026.4970000000003,4022.157,3939.784,23191736800,284826495445
2019-04-02,3986.344,3988.098,3971.285,3956.506,22600034100,281892057021
2019-04-01,3901.17,3982.909,3973.928,3901.17,27138270400,340799403573
2019-03-29,3739.7740000000003,3876.3790000000004,3872.341,3739.7740000000003,21563910300,283022298648
2019-03-28,3731.0609999999997,3755.716,3728.395,3710.0809999999997,13327212900,172604392908
2019-03-27,3724.406,3750.264,3743.388,3703.4509999999996,13875845400,177507528442
2019-03-26,3766.5290000000005,3770.843,3700.4390000000003,3687.547,17304657900,196547811179
2019-03-25,3776.4429999999998,3807.179,3742.825,3741.6059999999998,19858632900,223396564361
2019-03-22,3838.1259999999997,3845.5809999999997,3833.801,3786.592,17135699300,198518386319
2019-03-21,3840.278,3864.07,3836.8909999999996,3823.466,19631031000,231993445602
2019-03-20,3825.336,3855.147,3835.44,3790.512,17563209000,215406993602
2019-03-19,3856.5890000000004,3868.335,3833.9629999999997,3815.219,18172711000,224096889634
2019-03-18,3753.6440000000002,3851.748,3851.748,3733.678,21692806000,276473448870
2019-03-15,3713.9359999999997,3782.236,3745.005,3713.9359999999997,17517454400,224194362925
2019-03-14,3710.2929999999997,3747.8190000000004,3698.486,3673.8509999999997,19081723700,231820149390
2019-03-13,3758.7129999999997,3763.093,3724.1940000000004,3708.815,23368224800,286171048160
2019-03-12,3758.315,3804.72,3755.3520000000003,3723.679,27492638200,325180619759
2019-03-11,3663.9770000000003,3731.909,3729.955,3650.813,23091286500,268718458805
2019-03-08,3721.402,3774.5429999999997,3657.579,3656.192,31799007700,349296691227
2019-03-07,3841.1459999999997,3845.1820000000002,3808.85,3778.8,32984654800,359339152916
2019-03-06,3822.8590000000004,3855.156,3848.09,3787.5229999999997,31807737100,331155616598
2019-03-05,3785.3759999999997,3816.1620000000003,3816.013,3770.7859999999996,23085316600,261464122212
2019-03-04,3783.0370000000003,3886.58,3794.1040000000003,3764.776,32349012600,376397284706
2019-03-01,3699.216,3749.7140000000004,3749.7140000000004,3668.765,20471100400,235620623488
2019-02-28,3675.264,3695.465,3669.37,3650.054,18481022000,206010958185
2019-02-27,3682.812,3737.632,3678.3920000000003,3638.333,28623600700,307306148139
2019-02-26,3734.7059999999997,3762.113,3684.6940000000004,3679.2709999999997,35803869800,387632860075
2019-02-25,3575.853,3729.4829999999997,3729.4829999999997,3574.6890000000003,34255712200,376382393433
2019-02-22,3439.3779999999997,3520.118,3520.118,3417.978,18723797400,202869288708
2019-02-21,3450.1409999999996,3500.252,3442.7059999999997,3431.631,18014328700,185197154785
2019-02-20,3449.9320000000002,3463.7740000000003,3451.927,3421.505,14739031100,145570263070
2019-02-19,3454.722,3480.7940000000003,3439.6079999999997,3419.073,17908378500,185762746553
2019-02-18,3366.423,3445.745,3445.745,3366.423,18288608900,180449742544
2019-02-15,3391.242,3395.0290000000005,3338.705,3335.8709999999996,14366860300,141555060948
2019-02-14,3392.855,3415.3990000000003,3402.14,3381.982,15112729000,138649287971
2019-02-13,3337.7790000000005,3405.577,3397.028,3329.1440000000002,16382833200,168866262062
2019-02-12,3306.3520000000003,3335.361,3330.335,3298.634,12223246200,122834101007
2019-02-11,3239.808,3307.0640000000003,3306.473,3239.808,9881843400,114752354821
2019-02-01,3225.7340000000004,3247.4959999999996,3247.397,3207.717,8201964100,94766412763
2019-01-31,3182.699,3216.067,3201.633,3178.011,8624783900,97509924771
2019-01-30,3181.655,3202.8959999999997,3168.4829999999997,3167.893,6374651700,73005123447
2019-01-29,3177.261,3200.99,3193.97,3148.235,7765833400,85943908590
2019-01-28,3203.119,3228.868,3183.778,3174.724,8262243100,97371496147
2019-01-25,3165.1809999999996,3203.175,3184.47,3164.408,8396772900,93207954748
2019-01-24,3146.605,3165.63,3158.782,3125.301,7293463600,80963877219
2019-01-23,3136.0959999999995,3157.627,3141.053,3131.867,5987047800,62669652004
2019-01-22,3181.949,3181.949,3143.317,3135.3379999999997,7299052800,78150876313
2019-01-21,3170.877,3199.2129999999997,3185.636,3170.877,9391502200,105536986580
2019-01-18,3124.5029999999997,3171.6859999999997,3168.1740000000004,3120.3459999999995,10396383400,106780658491
2019-01-17,3132.6290000000004,3141.71,3111.417,3110.0609999999997,8017487100,82888206986
2019-01-16,3126.135,3135.012,3128.652,3117.2929999999997,8021434100,85781591791
2019-01-15,3071.5190000000002,3129.3709999999996,3127.99,3064.671,8877296200,99976891144
2019-01-14,3092.498,3097.406,3067.785,3064.383,6612170200,68115969095
2019-01-11,3082.262,3102.833,3094.778,3071.026,7178642400,77420239579
2019-01-10,3077.482,3092.5409999999997,3072.6859999999997,3062.572,8527175600,90206871737
2019-01-09,3065.2309999999998,3117.961,3078.4759999999997,3062.847,10736435000,117129678906
2019-01-08,3049.875,3055.51,3047.704,3038.534,8617058500,79628882664
2019-01-07,3055.1540000000005,3061.7490000000003,3054.303,3035.9120000000003,10116435900,105703940791
2019-01-04,2940.192,3036.815,3035.8740000000003,2935.83,10331897200,107141037088
2019-01-03,2963.0190000000002,3000.441,2964.842,2953.255,7086710300,76664797393
2019-01-02,3017.067,3018.776,2969.535,2958.488,6866302100,76105571278
2018-12-28,2994.795,3024.353,3010.6540000000005,2984.8179999999998,7105377900,78145310042
2018-12-27,3042.949,3047.235,2990.506,2990.506,8054178500,81159269974
2018-12-26,3012.869,3029.0609999999997,3002.033,2996.4829999999997,5564703200,58574968998
2018-12-25,3006.8790000000004,3030.1420000000003,3017.282,2964.875,7868942500,80413567307
2018-12-24,3015.4970000000003,3040.3520000000003,3038.198,3007.329,5729961500,63880740605
2018-12-21,3055.3259999999996,3057.401,3029.395,3007.61,7675810100,84824064753
2018-12-20,3083.5440000000003,3097.72,3067.417,3044.2929999999997,6974946300,78181426504
2018-12-19,3133.742,3137.01,3091.1259999999997,3086.758,5552229900,67872922423
2018-12-18,3139.949,3165.002,3128.427,3114.468,6382031900,72035451400
2018-12-17,3158.284,3167.513,3161.197,3134.365,6649700700,77151490858
2018-12-14,3207.348,3210.722,3165.9109999999996,3165.9109999999996,8430125000,91576900505
2018-12-13,3178.8909999999996,3234.0820000000003,3219.692,3169.423,9044275500,103375478637
2018-12-12,3181.566,3182.211,3170.6090000000004,3160.278,5330991400,60536223474
2018-12-11,3148.2259999999997,3161.9559999999997,3159.816,3143.607,5322387700,60014969779
2018-12-10,3153.5229999999997,3170.152,3144.763,3134.385,6343727300,73717204733
2018-12-07,3187.492,3193.8190000000004,3181.565,3176.7059999999997,5336192400,66323970657
2018-12-06,3218.113,3223.522,3181.673,3179.895,7632877100,95678883444
2018-12-05,3224.256,3266.9040000000005,3252.0040000000004,3219.9790000000003,7615305200,90909093830
2018-12-04,3256.228,3267.94,3267.71,3243.695,7941503900,90543600274
2018-12-03,3260.6859999999997,3273.64,3260.95,3228.361,12148715700,145828416490
2018-11-30,3136.196,3175.1540000000005,3172.69,3132.423,7092104400,77297697684
2018-11-29,3198.8259999999996,3204.857,3137.6540000000005,3137.6540000000005,8049846600,86927611883
2018-11-28,3137.748,3179.4109999999996,3178.933,3126.618,7488195500,77620553113
2018-11-27,3152.7740000000003,3162.012,3137.241,3126.289,5540783200,61946261110
2018-11-26,3148.672,3169.442,3141.243,3131.636,5937914000,61899479599
2018-11-23,3208.593,3212.195,3143.475,3139.386,8463825500,86864946184
2018-11-22,3232.973,3235.452,3214.427,3199.698,6509829100,70083372615
2018-11-21,3187.103,3230.258,3226.492,3185.239,8411972600,87813273908
2018-11-20,3268.077,3278.785,3218.408,3213.683,10936115400,114155066806
2018-11-19,3258.792,3294.603,3294.603,3251.067,11595659500,123188777592
2018-11-16,3242.8790000000004,3282.39,3257.6740000000004,3223.722,12687683500,135379803919
2018-11-15,3201.281,3242.384,3242.3720000000003,3198.781,9855881000,100119192332
2018-11-14,3233.6409999999996,3239.245,3204.9429999999998,3200.2290000000003,11380865900,105386565968
2018-11-13,3164.922,3254.768,3237.382,3161.098,12649346400,125603047265
2018-11-12,3160.2470000000003,3206.513,3205.1409999999996,3152.44,8806239100,97363052032
2018-11-09,3193.304,3193.304,3167.4440000000004,3166.3109999999997,8428276200,88194192202
2018-11-08,3251.728,3253.574,3212.7740000000003,3207.708,7641454000,85221664741
2018-11-07,3243.8779999999997,3270.5,3221.91,3218.422,9161552800,101814918975
2018-11-06,3254.978,3254.978,3243.15,3213.895,8386913800,91703898055
2018-11-05,3269.47,3279.8779999999997,3262.835,3230.363,10970668300,123630922689
2018-11-02,3258.6090000000004,3290.2459999999996,3290.2459999999996,3222.435,15346610400,178340643411
2018-11-01,3185.202,3217.803,3177.034,3173.099,13265337900,145919304280
2018-10-31,3116.658,3168.9190000000003,3153.823,3106.028,11120745500,117099697836
2018-10-30,3061.93,3146.6279999999997,3110.261,3050.7709999999997,11607010100,131767102719
2018-10-29,3157.488,3158.8109999999997,3076.889,3062.58,9183978900,108479490211
2018-10-26,3204.285,3218.1020000000003,3173.635,3151.9240000000004,10129935400,106070366760
2018-10-25,3107.84,3197.321,3194.308,3099.889,10695181700,113291746430
2018-10-24,3169.4570000000003,3245.397,3188.202,3164.2929999999997,11090974400,120954387288
2018-10-23,3273.127,3276.0209999999997,3183.426,3163.57,12101324100,142589176815
2018-10-22,3159.5609999999997,3297.38,3270.2729999999997,3159.5609999999997,14586204500,170651306178
2018-10-19,3017.7490000000003,3137.748,3134.946,3009.498,9883968800,110951369122
2018-10-18,3097.79,3097.79,3044.3920000000003,3043.382,7377196800,79703731919
2018-10-17,3140.684,3149.134,3118.2459999999996,3062.554,7683713800,86132695913
2018-10-16,3128.5759999999996,3166.092,3100.974,3089.367,6888772100,75206470956
2018-10-15,3173.847,3183.13,3126.452,3120.2309999999998,6960502300,77137696800
2018-10-12,3123.3720000000003,3184.1220000000003,3170.7259999999997,3094.966,9861115100,104423076623
2018-10-11,3179.5409999999997,3209.52,3124.114,3099.04,12094134200,125723084486
2018-10-10,3295.429,3315.7309999999998,3281.598,3256.5820000000003,6449282800,79166808585
2018-10-09,3290.171,3309.798,3288.691,3276.132,6672327400,78372941345
2018-10-08,3361.559,3364.4640000000004,3290.8990000000003,3285.2529999999997,9788898900,114164218382
2018-09-28,3409.96,3444.988,3438.865,3404.697,8437775600,94880274572
2018-09-27,3415.953,3423.71,3403.59,3394.732,6976524100,87573300845
2018-09-26,3388.558,3448.26,3417.241,3383.235,9317334300,119113319089
2018-09-25,3375.972,3394.377,3379.804,3367.025,6905469300,82870029933
2018-09-21,3320.696,3410.486,3410.486,3307.7670000000003,10841600500,123573117858
2018-09-20,3314.8759999999997,3332.309,3310.1259999999997,3303.073,6456105700,76660845175
2018-09-19,3261.9970000000003,3335.991,3312.482,3258.31,8917066600,109395423838
2018-09-18,3193.6420000000003,3270.107,3269.4320000000002,3193.6420000000003,7042503500,83899137593
2018-09-17,3224.927,3230.788,3204.922,3200.51,5225954700,60650940908
2018-09-14,3242.8309999999997,3254.1040000000003,3242.09,3227.9440000000004,6013064000,76481211956
2018-09-13,3239.685,3249.593,3236.566,3191.3979999999997,6729032700,85887962113
2018-09-12,3216.991,3225.6009999999997,3202.025,3194.9790000000003,5462789900,68887020056
2018-09-11,3229.705,3245.617,3224.212,3209.112,5849130500,67722118923
2018-09-10,3271.382,3277.884,3230.0679999999998,3227.848,6381705100,76175580337
2018-09-07,3273.8909999999996,3316.615,3277.6440000000002,3253.725,6394740800,81263439990
2018-09-06,3286.665,3311.4970000000003,3262.881,3253.755,6230028800,79373138216
2018-09-05,3349.698,3354.199,3298.1409999999996,3298.1409999999996,6430188800,80656675217
2018-09-04,3324.1859999999997,3370.9629999999997,3363.8979999999997,3307.9590000000003,6708880700,85892034874
2018-09-03,3320.69,3325.607,3321.825,3291.784,6642985500,81305681453
2018-08-31,3333.38,3356.5759999999996,3334.5040000000004,3310.873,7620563000,96091892858
2018-08-30,3385.805,3402.563,3351.094,3349.469,6838529000,80226052652
2018-08-29,3393.053,3398.7140000000004,3386.574,3377.123,6702040400,79072300213
2018-08-28,3408.15,3416.593,3400.171,3388.8140000000003,7544536300,94945949810
2018-08-27,3339.389,3406.574,3406.574,3339.265,9427008200,114960964551
2018-08-24,3308.478,3353.045,3325.335,3291.865,6376589700,77197847852
2018-08-23,3308.4590000000003,3336.112,3320.026,3285.8140000000003,6111233400,80212785558
2018-08-22,3328.969,3328.969,3307.955,3299.3940000000002,5078705700,66548536184
2018-08-21,3271.84,3331.708,3326.6490000000003,3270.03,7520558300,97925840442
2018-08-20,3238.215,3267.25,3267.25,3209.012,7090422800,88963382602
2018-08-17,3305.895,3311.573,3229.62,3224.1,6739541300,84452452538
2018-08-16,3251.8559999999998,3315.203,3276.728,3231.5559999999996,7654736600,89269175663
2018-08-15,3371.9590000000003,3372.137,3291.9759999999997,3288.7090000000003,6817405500,83402193917
2018-08-14,3386.4829999999997,3391.7290000000003,3372.914,3356.614,6065144600,72121992610
2018-08-13,3369.9809999999998,3396.188,3390.344,3336.696,7619153200,90869290864
2018-08-10,3398.414,3424.0409999999997,3405.0190000000002,3380.573,6896729900,85634522136
2018-08-09,3303.4770000000003,3408.3909999999996,3397.53,3299.616,9195757200,108802315182
2018-08-08,3362.1490000000003,3368.16,3314.508,3311.7690000000002,7928486500,90958912013
2018-08-07,3284.9790000000003,3368.962,3368.87,3263.4990000000003,9178391600,107512223951
2018-08-06,3312.815,3344.2459999999996,3273.2729999999997,3257.6859999999997,7797508300,97517991022
2018-08-03,3366.664,3381.342,3315.284,3315.2009999999996,7079691000,91395987151
2018-08-02,3434.3520000000003,3434.3520000000003,3370.958,3322.0959999999995,10130872700,122401283623
2018-08-01,3530.03,3543.6059999999998,3447.388,3446.777,9034861700,107477214866
2018-07-31,3510.474,3528.1540000000005,3517.657,3493.155,6798081700,80022152109
2018-07-30,3520.8540000000003,3550.902,3515.079,3489.5490000000004,8211699500,96183097601
2018-07-27,3533.7709999999997,3545.406,3521.2270000000003,3512.703,7017810400,81192174902
2018-07-26,3583.317,3593.923,3536.2459999999996,3528.6440000000002,9034964100,105577285189
2018-07-25,3589.506,3589.9840000000004,3577.752,3566.3140000000003,9675850100,112176694173
2018-07-24,3530.664,3596.513,3581.7059999999997,3530.664,15691243500,177448954019
2018-07-23,3471.8559999999998,3527.534,3525.75,3464.6479999999997,11903662700,143960930682
2018-07-20,3426.4559999999997,3505.928,3492.8940000000002,3398.953,10198472700,122196953815
2018-07-19,3444.803,3466.506,3428.343,3417.9629999999997,6847771600,88804907805
2018-07-18,3456.607,3479.264,3431.323,3430.156,6653033000,88556873195
2018-07-17,3466.4240000000004,3467.185,3449.377,3420.9709999999995,6198307600,85720563654
2018-07-16,3488.967,3506.236,3472.086,3459.7309999999998,6828199900,90754288081
2018-07-13,3488.4970000000003,3499.764,3492.69,3474.9120000000003,7295589700,99800184924
2018-07-12,3403.33,3499.097,3481.0559999999996,3403.33,9635356400,117805514793
2018-07-11,3398.927,3427.571,3407.53,3375.1440000000002,7204095000,89661507129
2018-07-10,3464.906,3474.14,3467.5159999999996,3437.2709999999997,6954882300,90127445728
2018-07-09,3378.906,3459.315,3459.184,3378.906,7660154500,100918863679
2018-07-06,3347.062,3396.2459999999996,3365.123,3295.73,8609757900,109481942501
2018-07-05,3365.555,3398.485,3342.438,3330.711,8158798100,97544619590
2018-07-04,3398.7790000000005,3418.3309999999997,3363.7470000000003,3359.086,7515799700,93648559089
2018-07-03,3410.4770000000003,3422.04,3409.28,3319.289,9527869300,129898019347
2018-07-02,3504.4570000000003,3506.9,3407.9640000000004,3383.5009999999997,8435144900,107601540659
2018-06-29,3431.962,3512.383,3510.985,3425.216,7725703100,97616367299
2018-06-28,3434.9440000000004,3477.0570000000002,3423.526,3416.948,7591805100,98570527345
2018-06-27,3525.132,3537.657,3459.262,3441.785,8149181700,107628896582
2018-06-26,3521.5879999999997,3541.782,3531.111,3478.2129999999997,8498526900,108132167346
2018-06-25,3625.798,3631.025,3560.478,3559.034,7987707800,106690345317
2018-06-22,3567.8940000000002,3609.075,3608.905,3542.4559999999997,7511786400,89687282053
2018-06-21,3633.5559999999996,3673.563,3592.965,3589.49,9390855200,115584149028
2018-06-20,3602.551,3649.336,3635.4440000000004,3578.1740000000004,8671809800,112804812786
2018-06-19,3702.6679999999997,3712.816,3621.117,3583.0209999999997,16070654200,193848797293
2018-06-15,3763.0409999999997,3780.337,3753.434,3737.428,8548889300,109534900847
2018-06-14,3774.64,3808.1620000000003,3773.366,3759.248,6847132200,99234014984
2018-06-13,3814.617,3817.453,3788.3390000000004,3782.073,6637797000,97185498920
2018-06-12,3783.1859999999997,3830.4709999999995,3825.953,3765.264,7320624400,116217139615
2018-06-11,3770.208,3792.548,3779.982,3756.515,6870983400,105597924649
2018-06-08,3819.448,3819.461,3779.616,3759.272,8333733500,107818798321
2018-06-07,3846.937,3859.848,3831.013,3827.687,8025614700,112365710702
2018-06-06,3839.683,3848.33,3837.3509999999997,3830.8959999999997,7311723700,107142041766
2018-06-05,3811.285,3845.565,3845.316,3800.926,7868736000,121261467224
2018-06-04,3785.187,3813.407,3807.578,3776.619,7662434100,115146468450
2018-06-01,3789.672,3802.5370000000003,3770.5890000000004,3753.84,7782181300,105934865863
2018-05-31,3749.295,3804.792,3802.3759999999997,3742.5290000000005,9266689400,130545422180
2018-05-30,3755.176,3767.887,3723.3720000000003,3722.072,8791328500,115858975810
2018-05-29,3824.191,3841.7790000000005,3804.009,3800.675,8155266200,117288580582
2018-05-28,3816.265,3846.553,3833.26,3799.321,7152113200,100001639047
2018-05-25,3823.745,3841.1240000000003,3816.498,3804.135,7083638600,95667543827
2018-05-24,3853.292,3859.103,3827.217,3823.9240000000004,6834502200,93408219637
2018-05-23,3898.268,3898.268,3854.583,3854.583,8372231900,110684503206
2018-05-22,3918.815,3918.815,3906.208,3881.1690000000003,7536877800,102883344897
2018-05-21,3925.539,3937.461,3921.242,3913.605,9264173700,120528726019
2018-05-18,3860.164,3903.0640000000003,3903.0640000000003,3841.8959999999997,7261395600,96823851809
2018-05-17,3895.49,3899.514,3864.051,3858.853,5903012300,87104164680
2018-05-16,3909.8179999999998,3923.343,3892.844,3889.188,7191364600,106533930265
2018-05-15,3920.14,3924.343,3924.098,3892.92,7604955500,106091905845
2018-05-14,3886.8740000000003,3919.3,3909.2929999999997,3886.8740000000003,8197599900,122520047995
2018-05-11,3902.1479999999997,3903.3379999999997,3872.8379999999997,3871.952,7335660400,107715457040
2018-05-10,3882.836,3894.49,3893.0570000000002,3867.308,7066780900,103255140585
2018-05-09,3876.13,3878.938,3871.615,3855.739,6671296600,92322896271
2018-05-08,3834.614,3892.073,3878.677,3833.7290000000003,9421515700,135445862529
2018-05-07,3782.54,3834.587,3834.188,3776.03,8728619500,126354800811
2018-05-04,3784.316,3801.5240000000003,3774.598,3770.9390000000003,7155428800,98315254609
2018-05-03,3756.1659999999997,3797.527,3793.0,3732.3720000000003,9396111800,122740168864
2018-05-02,3769.925,3787.303,3763.6459999999997,3744.548,8330103500,120083483290
2018-04-27,3771.0370000000003,3776.975,3756.877,3714.6440000000002,8953172600,142113627600
2018-04-26,3823.3920000000003,3828.7129999999997,3755.494,3744.885,8715064100,125772304515
2018-04-25,3824.593,3838.692,3828.702,3817.032,7817261200,105750449452
2018-04-24,3769.8790000000004,3854.429,3843.489,3769.8790000000004,11421952500,145700512791
2018-04-23,3754.69,3787.395,3766.3259999999996,3735.184,9035629100,111763031500
2018-04-20,3801.208,3815.4440000000004,3760.8540000000003,3750.103,9928292500,123550664541
2018-04-19,3774.784,3824.032,3811.843,3767.797,9905406000,127520121562
2018-04-18,3785.3059999999996,3789.659,3766.282,3708.107,10667670600,143077676004
2018-04-17,3812.875,3822.6259999999997,3748.6409999999996,3745.4440000000004,9061079000,126518751972
2018-04-16,3862.474,3869.156,3808.863,3789.612,9921777000,131566866868
2018-04-13,3920.738,3929.952,3871.1440000000002,3866.1859999999997,7154420300,98921826969
2018-04-12,3935.673,3937.784,3898.635,3896.179,8269949000,108075565476
2018-04-11,3934.17,3958.7070000000003,3938.343,3924.96,11193302100,139989290630
2018-04-10,3860.723,3927.425,3927.173,3851.796,10617372200,137941300225
2018-04-09,3851.955,3870.6740000000004,3852.929,3827.413,8410546200,118167273509
2018-04-04,3873.627,3898.613,3854.863,3852.4959999999996,8873060900,131593067938
2018-04-03,3850.155,3878.15,3862.48,3839.933,9513736900,132049936105
2018-04-02,3897.005,3937.018,3886.9190000000003,3882.886,11124266600,159356080038
2018-03-30,3893.7470000000003,3915.347,3898.498,3879.2129999999997,9751227000,137959280455
2018-03-29,3854.591,3913.958,3894.05,3794.262,11662906600,164996782981
2018-03-28,3865.045,3907.281,3842.716,3835.883,10149490800,155848951057
2018-03-27,3927.492,3936.778,3913.2690000000002,3881.873,11370071100,162291546573
2018-03-26,3862.695,3883.901,3879.893,3829.9159999999997,11513912800,156604527227
2018-03-23,3896.736,3928.511,3904.9359999999997,3834.937,18008044900,218905031317
2018-03-22,4062.067,4072.377,4020.349,4003.7209999999995,8909525900,127664337990
2018-03-21,4097.024,4110.116,4061.05,4046.241,9760948800,139330411871
2018-03-20,4045.743,4080.1929999999998,4077.704,4040.308,8060528000,111980234031
2018-03-19,4054.617,4074.518,4074.248,4033.522,8150288200,118183815140
2018-03-16,4096.8859999999995,4110.045,4056.423,4055.822,8489618800,122125342027
2018-03-15,4058.7059999999997,4098.9890000000005,4096.163,4058.7059999999997,8816115600,126882452702
2018-03-14,4076.063,4089.094,4073.345,4066.49,9901340900,131537959370
2018-03-13,4124.331,4130.282999999999,4091.2529999999997,4087.563,11176643000,141174160638
2018-03-12,4130.708,4139.526,4127.666,4112.766,14090673900,190367593786
2018-03-09,4088.07,4110.674,4108.865,4076.454,11370180800,150024119651
2018-03-08,4038.953,4078.2259999999997,4077.6,4029.7140000000004,9115581000,123634637120
2018-03-07,4063.5029999999997,4089.696,4036.6540000000005,4027.9359999999997,10695242600,136572305560
2018-03-06,4034.985,4067.553,4066.565,3998.9320000000002,13876244400,171370654136
2018-03-05,4021.658,4042.835,4018.097,3995.8720000000003,8795254800,118197859452
2018-03-02,4014.9509999999996,4044.4179999999997,4016.461,4006.9440000000004,9616500000,130931181201
2018-03-01,3994.869,4061.033,4049.086,3986.895,11019985200,146003456663
2018-02-28,4016.7909999999997,4051.712,4023.6420000000003,3991.7059999999997,10934359300,152493909262
2018-02-27,4120.871,4120.871,4058.9809999999998,4051.805,12593447000,169684900954
2018-02-26,4093.3990000000003,4128.744000000001,4118.419,4048.9829999999997,13788100100,179013093605
2018-02-23,4061.755,4085.2009999999996,4071.0890000000004,4035.232,9945874600,128195835194
2018-02-22,4020.973,4058.788,4052.7329999999997,4009.92,10581157100,138334361735
2018-02-14,3945.094,3971.4040000000005,3966.961,3923.127,7108133800,93110201390
2018-02-13,3925.5959999999995,3986.9809999999998,3935.632,3925.5959999999995,11256588500,144479354377
2018-02-12,3846.2670000000003,3907.843,3890.105,3828.07,11618263700,149858043556
2018-02-09,3896.1690000000003,3911.292,3840.653,3759.1459999999997,20634982800,246774828431
2018-02-08,4022.88,4071.665,4012.047,3974.678,15926998500,199061771955
2018-02-07,4205.737,4212.568,4050.4970000000003,4048.423,20312749300,261507027391
2018-02-06,4182.326,4211.523,4148.8859999999995,4131.556,21491045000,279415083155
2018-02-05,4204.458,4274.146,4274.146,4200.141,16134779900,217360144504
2018-02-02,4213.939,4271.765,4271.233,4181.779,14606682700,191169867288
2018-02-01,4276.343,4287.389,4245.898,4214.291,19000293400,239230298933
2018-01-31,4234.11,4287.858,4275.899,4232.773,14521016400,194401798025
2018-01-30,4286.683,4308.512,4256.102,4251.571,13903473000,186650566155
2018-01-29,4387.058,4395.905,4302.018,4287.112,19110035400,256176323789
